state,division,ballotPosition,surname,ballotGivenName,gender,fullName,fullName,partyBallotName,house,incumbent
NSW,Page,5,DEEGAN,Patrick,M,Patrick Deegan,Patrick Deegan,Labor,House,0
NSW,Page,6,DUROUX,Brett Rodney,M,Brett Rodney Duroux,Brett Rodney Duroux,Indigenous - Aboriginal Party of Australia,House,0
NSW,Page,7,WILLIAMSON,Ian,M,Ian Williamson,Ian Williamson,United Australia Party,House,0
NSW,Page,8,HOGAN,Kevin,M,Kevin Hogan,Kevin Hogan,The Nationals,House,1
NSW,Page,9,LUKE,Hanabeth,F,Hanabeth Luke,Hanabeth Luke,Independent,House,0
NSW,Page,10,KILLINGBECK,Serge,M,Serge Killingbeck,Serge Killingbeck,TNL,House,0
NSW,Parkes,1,HARDMAN,Derek,M,Derek Hardman,Derek Hardman,Indigenous - Aboriginal Party of Australia,House,0
NSW,Parkes,2,ROTHWELL,Peter,M,Peter Rothwell,Peter Rothwell,Liberal Democrats,House,0
NSW,Parkes,3,SWINBOURN,Deborah,F,Deborah Swinbourn,Deborah Swinbourn,Pauline Hanson's One Nation,House,0
NSW,Parkes,4,COULTON,Mark,M,Mark Coulton,Mark Coulton,The Nationals,House,1
NSW,Parkes,5,VAN DER STEEN,Petrus,M,Petrus Van Der Steen,Petrus Van Der Steen,United Australia Party,House,0
NSW,Parkes,6,HOWE,Stuart,M,Stuart Howe,Stuart Howe,Independent,House,0
NSW,Parkes,7,AYOUB,Jack,M,Jack Ayoub,Jack Ayoub,Labor,House,0
NSW,Parkes,8,FRAIL,Trish,F,Trish Frail,Trish Frail,The Greens,House,0
NSW,Parkes,9,FOX,Benjamin,M,Benjamin Fox,Benjamin Fox,Informed Medical Options Party,House,0
NSW,Parramatta,1,LAXMANALAL,Rohan,M,Rohan Laxmanalal,Rohan Laxmanalal,Animal Justice Party,House,0
NSW,Parramatta,2,KOVACIC,Maria,F,Maria Kovacic,Maria Kovacic,Liberal,House,0
NSW,Parramatta,3,FREEMAN,Heather,F,Heather Freeman,Heather Freeman,Pauline Hanson's One Nation,House,0
NSW,Parramatta,4,TAZEWELL,Liza,F,Liza Tazewell,Liza Tazewell,Liberal Democrats,House,0
NSW,Parramatta,5,FAYAD,Julian,M,Julian Fayad,Julian Fayad,United Australia Party,House,0
NSW,Parramatta,6,BRADLEY,Phil,M,Phil Bradley,Phil Bradley,The Greens,House,0
NSW,Parramatta,7,CHARLTON,Andrew,M,Andrew Charlton,Andrew Charlton,Labor,House,0
NSW,Parramatta,8,CHRISTOU,Steve,M,Steve Christou,Steve Christou,Independent,House,0
NSW,Paterson,1,TURNER,Neil,M,Neil Turner,Neil Turner,Pauline Hanson's One Nation,House,0
NSW,Paterson,2,VITNELL,Brooke,M,Brooke Vitnell,Brooke Vitnell,Liberal,House,0
NSW,Paterson,3,SWANSON,Meryl,F,Meryl Swanson,Meryl Swanson,Labor,House,1
NSW,Paterson,4,KETAS,Angela,F,Angela Ketas,Angela Ketas,Informed Medical Options Party,House,0
NSW,Paterson,5,IHLEIN,Louise,F,Louise Ihlein,Louise Ihlein,The Greens,House,0
NSW,Paterson,6,BAILEY,Sonia,F,Sonia Bailey,Sonia Bailey,Liberal Democrats,House,0
NSW,Paterson,7,OLBOURNE,Jason Mark,M,Jason Mark Olbourne,Jason Mark Olbourne,United Australia Party,House,0
NSW,Reid,1,SITOU,Sally,F,Sally Sitou,Sally Sitou,Labor,House,0
NSW,Reid,2,KHALILI-NAGHADEH,Sahar,F,Sahar Khalili-Naghadeh,Sahar Khalili-Naghadeh,"FUSION: Science, Pirate, Secular, Climate Emergency",House,0
NSW,Reid,3,WALTERS,Edward,M,Edward Walters,Edward Walters,Pauline Hanson's One Nation,House,0
NSW,Reid,4,BAINI,Natalie,F,Natalie Baini,Natalie Baini,Independent,House,0
NSW,Reid,5,CAMERON,Andrew,M,Andrew Cameron,Andrew Cameron,Liberal Democrats,House,0
NSW,Reid,6,MARTIN,Fiona,F,Fiona Martin,Fiona Martin,Liberal,House,1
NSW,Reid,7,DAOUD,Jamal,M,Jamal Daoud,Jamal Daoud,United Australia Party,House,0
NSW,Reid,8,JAGO,Charles,M,Charles Jago,Charles Jago,The Greens,House,0
NSW,Richmond,1,SHARPLES,Terry Patrick,M,Terry Patrick Sharples,Terry Patrick Sharples,Independent,House,0
NSW,Richmond,2,JONES,Nathan,M,Nathan Jones,Nathan Jones,Independent,House,0
NSW,Richmond,3,SHEPHERD,Monica,F,Monica Shepherd,Monica Shepherd,Informed Medical Options Party,House,0
NSW,Richmond,4,WARTH,David,M,David Warth,David Warth,Independent,House,0
NSW,Richmond,5,BIGGS,Gary,M,Gary Biggs,Gary Biggs,Liberal Democrats,House,0
NSW,Richmond,6,ELLIOT,Justine,F,Justine Elliot,Justine Elliot,Labor,House,1
NSW,Richmond,7,HONE,Kimberly,F,Kimberly Hone,Kimberly Hone,The Nationals,House,0
NSW,Richmond,8,BELL-HENSELIN,Tracey,F,Tracey Bell-Henselin,Tracey Bell-Henselin,Pauline Hanson's One Nation,House,0
NSW,Richmond,9,NOLAN,Mandy,F,Mandy Nolan,Mandy Nolan,The Greens,House,0
NSW,Richmond,10,MARKS,Robert James,M,Robert James Marks,Robert James Marks,United Australia Party,House,0
NSW,Riverina,1,ORCHARD,Richard,M,Richard Orchard,Richard Orchard,Pauline Hanson's One Nation,House,0
NSW,Riverina,2,JEFFRESON,Mark,M,Mark Jeffreson,Mark Jeffreson,Labor,House,0
NSW,Riverina,3,MARTELOZZO,Daniel,M,Daniel Martelozzo,Daniel Martelozzo,United Australia Party,House,0
NSW,Riverina,4,KARAITIANA,Steve,M,Steve Karaitiana,Steve Karaitiana,"Shooters, Fishers and Farmers Party",House,0
NSW,Riverina,5,McCORMACK,Michael,M,Michael Mccormack,Michael Mccormack,The Nationals,House,1
NSW,Riverina,6,CIAVARELLA,Darren,M,Darren Ciavarella,Darren Ciavarella,Independent,House,0
NSW,Riverina,7,McCRAE,Dean,M,Dean Mccrae,Dean Mccrae,Liberal Democrats,House,0
NSW,Riverina,8,ORGAN,Michael,M,Michael Organ,Michael Organ,The Greens,House,0
NSW,Robertson,1,MURPHY,Patrick,M,Patrick Murphy,Patrick Murphy,Animal Justice Party,House,0
NSW,Robertson,2,REID,Gordon,M,Gordon Reid,Gordon Reid,Labor,House,0
NSW,Robertson,3,BORTHWICK,Paul,M,Paul Borthwick,Paul Borthwick,Citizens Party,House,0
NSW,Robertson,4,WICKS,Lucy,F,Lucy Wicks,Lucy Wicks,Liberal,House,1
NSW,Robertson,5,MURRAY,Barbara-Jane,F,Barbara-Jane Murray,Barbara-Jane Murray,United Australia Party,House,0
NSW,Robertson,6,LOGAN,Bentley,M,Bentley Logan,Bentley Logan,Liberal Democrats,House,0
NSW,Robertson,7,LAWSON,Jeffrey Wayne,M,Jeffrey Wayne Lawson,Jeffrey Wayne Lawson,Indigenous - Aboriginal Party of Australia,House,0
NSW,Robertson,8,O'GRADY,Billy,M,Billy O'Grady,Billy O'Grady,Pauline Hanson's One Nation,House,0
NSW,Robertson,9,MASON,Kate,F,Kate Mason,Kate Mason,Informed Medical Options Party,House,0
NSW,Robertson,10,HAFNER,Alexandra,F,Alexandra Hafner,Alexandra Hafner,Australian Federation Party,House,0
NSW,Robertson,11,McGRATH,Shelly,F,Shelly Mcgrath,Shelly Mcgrath,The Greens,House,0
NSW,Shortland,1,ROBERTS,Bree Suzanne,F,Bree Suzanne Roberts,Bree Suzanne Roberts,Animal Justice Party,House,0
NSW,Shortland,2,PAYNTER,Basil,M,Basil Paynter,Basil Paynter,Independent,House,0
NSW,Shortland,3,REED,Barry,M,Barry Reed,Barry Reed,Liberal Democrats,House,0
NSW,Shortland,4,McGILL,Nell,F,Nell Mcgill,Nell Mcgill,Liberal,House,0
NSW,Shortland,5,CONROY,Pat,M,Pat Conroy,Pat Conroy,Labor,House,1
NSW,Shortland,6,MAXWELL,Kenneth John,M,Kenneth John Maxwell,Kenneth John Maxwell,United Australia Party,House,0
NSW,Shortland,7,GRIERSON,Kim,F,Kim Grierson,Kim Grierson,The Greens,House,0
NSW,Shortland,8,KING,Quintin,M,Quintin King,Quintin King,Pauline Hanson's One Nation,House,0
NSW,Sydney,1,CHUTER,Andrew,M,Andrew Chuter,Andrew Chuter,Socialist Alliance,House,0
NSW,Sydney,2,PLIBERSEK,Tanya,F,Tanya Plibersek,Tanya Plibersek,Labor,House,1
NSW,Sydney,3,FERGUSON,Ben,M,Ben Ferguson,Ben Ferguson,Pauline Hanson's One Nation,House,0
NSW,Sydney,4,SAHAI,Chetan,M,Chetan Sahai,Chetan Sahai,The Greens,House,0
NSW,Sydney,5,ZHOU,Wen,M,Wen Zhou,Wen Zhou,Citizens Party,House,0
NSW,Sydney,6,McALISTER,Ryan,M,Ryan Mcalister,Ryan Mcalister,United Australia Party,House,0
NSW,Sydney,7,ANDRUSKA,Alexander,M,Alexander Andruska,Alexander Andruska,Liberal,House,0
NSW,Warringah,1,TRIPP,Steven,M,Steven Tripp,Steven Tripp,Pauline Hanson's One Nation,House,0
NSW,Warringah,2,STEGGALL,Zali,F,Zali Steggall,Zali Steggall,Independent,House,1
NSW,Warringah,3,ROBERTSON,Andrew Colin,M,Andrew Colin Robertson,Andrew Colin Robertson,United Australia Party,House,0
NSW,Warringah,4,GLANVILLE,Kristyn,F,Kristyn Glanville,Kristyn Glanville,The Greens,House,0
NSW,Warringah,5,DEVES,Katherine,F,Katherine Deves,Katherine Deves,Liberal,House,0
NSW,Warringah,6,MICKLEBURGH,David,M,David Mickleburgh,David Mickleburgh,Labor,House,0
NSW,Warringah,7,PATERSON,Kate,F,Kate Paterson,Kate Paterson,Animal Justice Party,House,0
NSW,Watson,1,AKTER,Sazeda,F,Sazeda Akter,Sazeda Akter,Liberal,House,0
NSW,Watson,2,KOUKOULIS,John,M,John Koukoulis,John Koukoulis,United Australia Party,House,0
NSW,Watson,3,BURKE,Tony,M,Tony Burke,Tony Burke,Labor,House,1
NSW,Watson,4,JORGENSEN,Alan,M,Alan Jorgensen,Alan Jorgensen,Pauline Hanson's One Nation,House,0
NSW,Watson,5,SCHOTT,Bradley,M,Bradley Schott,Bradley Schott,The Greens,House,0
NSW,Wentworth,1,MURRAY,Tim,M,Tim Murray,Tim Murray,Labor,House,0
NSW,Wentworth,2,FISHER,Dean,M,Dean Fisher,Dean Fisher,Pauline Hanson's One Nation,House,0
NSW,Wentworth,3,KANAK,Dominic WY,M,Dominic WY Kanak,Dominic WY Kanak,The Greens,House,0
NSW,Wentworth,4,DUMER,Natalie,F,Natalie Dumer,Natalie Dumer,United Australia Party,House,0
NSW,Wentworth,5,SPENDER,Allegra,M,Allegra Spender,Allegra Spender,Independent,House,0
NSW,Wentworth,6,LEWKOVITZ,Daniel,M,Daniel Lewkovitz,Daniel Lewkovitz,Liberal Democrats,House,0
NSW,Wentworth,7,SHARMA,Dave,M,Dave Sharma,Dave Sharma,Liberal,House,1
NSW,Werriwa,1,TEY,Victor,M,Victor Tey,Victor Tey,Liberal Democrats,House,0
NSW,Werriwa,2,NIKOLIC,Tony Mark,M,Tony Mark Nikolic,Tony Mark Nikolic,United Australia Party,House,0
NSW,Werriwa,3,STANLEY,Anne Maree,M,Anne Maree Stanley,Anne Maree Stanley,Labor,House,0
NSW,Werriwa,4,SHUKLA,Apurva,M,Apurva Shukla,Apurva Shukla,The Greens,House,0
NSW,Werriwa,5,KAYAL,Sam,M,Sam Kayal,Sam Kayal,Liberal,House,0
NSW,Werriwa,6,BOOKE,Adam Paul,M,Adam Paul Booke,Adam Paul Booke,Pauline Hanson's One Nation,House,0
NSW,Whitlam,1,JONES,Stephen,M,Stephen Jones,Stephen Jones,Labor,House,1
NSW,Whitlam,2,WHEELER,Michael,M,Michael Wheeler,Michael Wheeler,Liberal Democrats,House,0
NSW,Whitlam,3,HUGHES,Colin,M,Colin Hughes,Colin Hughes,Pauline Hanson's One Nation,House,0
NSW,Whitlam,4,CAINS,Mike,M,Mike Cains,Mike Cains,Liberal,House,0
NSW,Whitlam,5,WODE,Allan,M,Allan Wode,Allan Wode,United Australia Party,House,0
NSW,Whitlam,6,DIXON,Jamie,M,Jamie Dixon,Jamie Dixon,The Greens,House,0
NT,Lingiari,1,RYAN,Damien,M,Damien Ryan,Damien Ryan,NT CLP,House,0
NT,Lingiari,2,McFARLAND,Blair,M,Blair Mcfarland,Blair Mcfarland,The Greens,House,0
NT,Lingiari,3,LEE,Thong Sum,M,Thong Sum Lee,Thong Sum Lee,Citizens Party,House,0
NT,Lingiari,4,MCLEOD,Allan,M,Allan Mcleod,Allan Mcleod,United Australia Party,House,0
NT,Lingiari,5,SCRYMGOUR,Marion,M,Marion Scrymgour,Marion Scrymgour,A.L.P.,House,0
NT,Lingiari,6,GRAVENER,Michael Setford,M,Michael Setford Gravener,Michael Setford Gravener,Independent,House,0
NT,Lingiari,7,ADAMSON AGARS,Imelda,M,Imelda Adamson Agars,Imelda Adamson Agars,Independent,House,0
NT,Lingiari,8,GALLARD,Tim,M,Tim Gallard,Tim Gallard,Pauline Hanson's One Nation,House,0
NT,Lingiari,9,KASPAREK,George,M,George Kasparek,George Kasparek,Liberal Democrats,House,0
NT,Solomon,1,BONANNI,Kylie,M,Kylie Bonanni,Kylie Bonanni,Liberal Democrats,House,0
NT,Solomon,2,GOODRICH CARTTLING,Aiya,M,Aiya Goodrich Carttling,Aiya Goodrich Carttling,The Greens,House,0
NT,Solomon,3,GOSLING,Luke,M,Luke Gosling,Luke Gosling,A.L.P.,House,1
NT,Solomon,4,MACFARLANE,Tina,M,Tina Macfarlane,Tina Macfarlane,NT CLP,House,0
NT,Solomon,5,LOHSE,Emily,M,Emily Lohse,Emily Lohse,Pauline Hanson's One Nation,House,0
NT,Solomon,6,SELFE,Tayla Elise,M,Tayla Elise Selfe,Tayla Elise Selfe,United Australia Party,House,0
QLD,Blair,1,MUTTON,Danielle,M,Danielle Mutton,Danielle Mutton,Queensland Greens,House,0
QLD,Blair,2,JAQUES,Michelle,M,Michelle Jaques,Michelle Jaques,Liberal Democrats,House,0
QLD,Blair,3,CUNNINGHAM,Quinton Stewart,M,Quinton Stewart Cunningham,Quinton Stewart Cunningham,United Australia Party,House,0
QLD,Blair,4,SUDUK,Liz,M,Liz Suduk,Liz Suduk,Pauline Hanson's One Nation,House,0
QLD,Blair,5,NEUMANN,Shayne,M,Shayne Neumann,Shayne Neumann,Australian Labor Party,House,1
QLD,Blair,6,PITMAN,Maria,M,Maria Pitman,Maria Pitman,Australian Values Party,House,0
QLD,Blair,7,LOWERY,Angela,M,Angela Lowery,Angela Lowery,Animal Justice Party,House,0
QLD,Blair,8,BIGGINS,Sam,M,Sam Biggins,Sam Biggins,Liberal National Party of Queensland,House,0
QLD,Bonner,1,VASTA,Ross,M,Ross Vasta,Ross Vasta,Liberal National Party of Queensland,House,1
QLD,Bonner,2,NEIL,Amanda,M,Amanda Neil,Amanda Neil,Pauline Hanson's One Nation,House,0
QLD,Bonner,3,DIKLICH,Serge,M,Serge Diklich,Serge Diklich,United Australia Party,House,0
QLD,Bonner,4,YOUNG,Tabatha,M,Tabatha Young,Tabatha Young,Australian Labor Party,House,0
QLD,Bonner,5,LAKEY,Bernard,M,Bernard Lakey,Bernard Lakey,Queensland Greens,House,0
QLD,Bowman,1,TODD,Walter,M,Walter Todd,Walter Todd,Pauline Hanson's One Nation,House,0
QLD,Bowman,2,STEVENS,Mary-Jane,M,Mary-Jane Stevens,Mary-Jane Stevens,United Australia Party,House,0
QLD,Bowman,3,MAZLIN,Ian,M,Ian Mazlin,Ian Mazlin,Queensland Greens,House,0
QLD,Bowman,4,PIKE,Henry,M,Henry Pike,Henry Pike,Liberal National Party of Queensland,House,0
QLD,Bowman,5,JOHNSON,Phil,M,Phil Johnson,Phil Johnson,TNL,House,0
QLD,Bowman,6,DUFF,Donisha,M,Donisha Duff,Donisha Duff,Australian Labor Party,House,0
QLD,Brisbane,1,KENNEDY,Tiana,M,Tiana Kennedy,Tiana Kennedy,Animal Justice Party,House,0
QLD,Brisbane,2,KNUDSON,Justin Marc,M,Justin Marc Knudson,Justin Marc Knudson,United Australia Party,House,0
QLD,Brisbane,3,BATES,Stephen,M,Stephen Bates,Stephen Bates,Queensland Greens,House,0
QLD,Brisbane,4,JARRETT,Madonna,M,Madonna Jarrett,Madonna Jarrett,Australian Labor Party,House,0
QLD,Brisbane,5,EVANS,Trevor,M,Trevor Evans,Trevor Evans,Liberal National Party of Queensland,House,1
QLD,Brisbane,6,HOLD,Trevor,M,Trevor Hold,Trevor Hold,Pauline Hanson's One Nation,House,0
QLD,Brisbane,7,BULL,Anthony,M,Anthony Bull,Anthony Bull,Liberal Democrats,House,0
QLD,Capricornia,1,STANTON,Kylee,M,Kylee Stanton,Kylee Stanton,Pauline Hanson's One Nation,House,0
QLD,Capricornia,2,GANFIELD,Paula,M,Paula Ganfield,Paula Ganfield,Informed Medical Options Party,House,0
QLD,Capricornia,3,JONES,Mick,M,Mick Jones,Mick Jones,Queensland Greens,House,0
QLD,Capricornia,4,ROBERTSON,Russell,M,Russell Robertson,Russell Robertson,Australian Labor Party,House,0
QLD,Capricornia,5,MURPHY,Steve,M,Steve Murphy,Steve Murphy,Liberal Democrats,House,0
QLD,Capricornia,6,MURRAY,Ken,M,Ken Murray,Ken Murray,Independent,House,0
QLD,Capricornia,7,HARDING,Nathan Luke,M,Nathan Luke Harding,Nathan Luke Harding,United Australia Party,House,0
QLD,Capricornia,8,LANDRY,Michelle,F,Michelle Landry,Michelle Landry,Liberal National Party of Queensland,House,1
QLD,Capricornia,9,WHITTY,Zteven,M,Zteven Whitty,Zteven Whitty,The Great Australian Party,House,0
QLD,Dawson,1,WILLCOX,Andrew,M,Andrew Willcox,Andrew Willcox,Liberal National Party of Queensland,House,0
QLD,Dawson,2,HALL,Julie,M,Julie Hall,Julie Hall,Pauline Hanson's One Nation,House,0
QLD,Dawson,3,HAMILTON,Shane,M,Shane Hamilton,Shane Hamilton,Australian Labor Party,House,0
QLD,Dawson,4,JACKSON,Jim,M,Jim Jackson,Jim Jackson,The Great Australian Party,House,0
QLD,Dawson,5,YOUNG,Christian Nigel,M,Christian Nigel Young,Christian Nigel Young,United Australia Party,House,0
QLD,Dawson,6,PATERSON,Ciaron,M,Ciaron Paterson,Ciaron Paterson,Katter's Australian Party (KAP),House,0
QLD,Dawson,7,CREEN,Paula,M,Paula Creen,Paula Creen,Queensland Greens,House,0
QLD,Dickson,1,BUCHBACH,Alan,M,Alan Buchbach,Alan Buchbach,Independent,House,0
QLD,Dickson,2,RUSSELL,Lloyd,M,Lloyd Russell,Lloyd Russell,Liberal Democrats,House,0
QLD,Dickson,3,DUTTON,Peter,M,Peter Dutton,Peter Dutton,Liberal National Party of Queensland,House,1
QLD,Dickson,4,PROHASKA,Thor,M,Thor Prohaska,Thor Prohaska,Independent,House,0
QLD,Dickson,5,GIBSON,Tamera,M,Tamera Gibson,Tamera Gibson,Pauline Hanson's One Nation,House,0
QLD,Dickson,6,WARD,Alina Karen,M,Alina Karen Ward,Alina Karen Ward,United Australia Party,House,0
QLD,Dickson,7,FRANCE,Ali,M,Ali France,Ali France,Australian Labor Party,House,0
QLD,Dickson,8,BATTEN,Vinnie,M,Vinnie Batten,Vinnie Batten,Queensland Greens,House,0
QLD,Fadden,1,BROOKER,Stewart Gordon,M,Stewart Gordon Brooker,Stewart Gordon Brooker,Independent,House,0
QLD,Fadden,2,DEL FABBRO,Letitia,M,Letitia Del Fabbro,Letitia Del Fabbro,Australian Labor Party,House,0
QLD,Fadden,3,O'BRIEN,Nathan Grant,M,Nathan Grant O'Brien,Nathan Grant O'Brien,United Australia Party,House,0
QLD,Fadden,4,ROACH,Sandy,M,Sandy Roach,Sandy Roach,Pauline Hanson's One Nation,House,0
QLD,Fadden,5,ROBERT,Stuart,M,Stuart Robert,Stuart Robert,Liberal National Party of Queensland,House,1
QLD,Fadden,6,SPAIN,Sally,M,Sally Spain,Sally Spain,Queensland Greens,House,0
QLD,Fadden,7,FORBES,Alex,M,Alex Forbes,Alex Forbes,Liberal Democrats,House,0
QLD,Fairfax,1,O'BRIEN,Ted,M,Ted O'Brien,Ted O'Brien,Liberal National Party of Queensland,House,1
QLD,Fairfax,2,HAZELTON,Wendy,M,Wendy Hazelton,Wendy Hazelton,Informed Medical Options Party,House,0
QLD,Fairfax,3,POOLE,Tash,M,Tash Poole,Tash Poole,Animal Justice Party,House,0
QLD,Fairfax,4,SMITH,Barry,M,Barry Smith,Barry Smith,Independent,House,0
QLD,Fairfax,5,ETHERIDGE,Sue,M,Sue Etheridge,Sue Etheridge,Queensland Greens,House,0
QLD,Fairfax,6,AUSTRALIE,Sinim Barbara,M,Sinim Barbara Australie,Sinim Barbara Australie,Independent,House,0
QLD,Fairfax,7,KHOURY,Lisa,M,Lisa Khoury,Lisa Khoury,United Australia Party,House,0
QLD,Fairfax,8,FERGUSON,Sue,M,Sue Ferguson,Sue Ferguson,Australian Labor Party,House,0
QLD,Fairfax,9,WHITE,Craig,M,Craig White,Craig White,The Great Australian Party,House,0
QLD,Fairfax,10,CIVITARESE,Nikki,M,Nikki Civitarese,Nikki Civitarese,Pauline Hanson's One Nation,House,0
QLD,Fisher,1,SCHRIEVER,Sam,M,Sam Schriever,Sam Schriever,Pauline Hanson's One Nation,House,0
QLD,Fisher,2,ANDREWS,Judene,M,Judene Andrews,Judene Andrews,Australian Labor Party,House,0
QLD,Fisher,3,WALLACE,Andrew,M,Andrew Wallace,Andrew Wallace,Liberal National Party of Queensland,House,1
QLD,Fisher,4,BRECKENRIDGE,Vickie,M,Vickie Breckenridge,Vickie Breckenridge,Animal Justice Party,House,0
QLD,Fisher,5,WELLS,Renay,M,Renay Wells,Renay Wells,Queensland Greens,House,0
QLD,Fisher,6,MOORE,Tony Richard,M,Tony Richard Moore,Tony Richard Moore,United Australia Party,House,0
QLD,Flynn,1,BURNETT,Matt,M,Matt Burnett,Matt Burnett,Australian Labor Party,House,0
QLD,Flynn,2,BAMBRICK,Paul,M,Paul Bambrick,Paul Bambrick,Queensland Greens,House,0
QLD,Flynn,3,SVENDSEN,Carla,M,Carla Svendsen,Carla Svendsen,The Great Australian Party,House,0
QLD,Flynn,4,LOHSE,Sharon,M,Sharon Lohse,Sharon Lohse,Pauline Hanson's One Nation,House,0
QLD,Flynn,5,SCOTT,Duncan,M,Duncan Scott,Duncan Scott,Independent,House,0
QLD,Flynn,6,WIEDEN,Tanya Maree,M,Tanya Maree Wieden,Tanya Maree Wieden,United Australia Party,House,0
QLD,Flynn,7,BOYCE,Colin,M,Colin Boyce,Colin Boyce,Liberal National Party of Queensland,House,0
QLD,Forde,1,O'HALLORAN,Roxanne,M,Roxanne O'Halloran,Roxanne O'Halloran,United Australia Party,House,0
QLD,Forde,2,VAN MANEN,Bert,M,Bert Van Manen,Bert Van Manen,Liberal National Party of Queensland,House,1
QLD,Forde,3,HALL,Jordan,M,Jordan Hall,Jordan Hall,Queensland Greens,House,0
QLD,Forde,4,HOLLAND,Samuel,M,Samuel Holland,Samuel Holland,TNL,House,0
QLD,Forde,5,HOLZBERGER,Rowan,M,Rowan Holzberger,Rowan Holzberger,Australian Labor Party,House,0
QLD,Forde,6,MATTERSON,Seschelle,M,Seschelle Matterson,Seschelle Matterson,Pauline Hanson's One Nation,House,0
QLD,Forde,7,SUTHERLAND,Tobby,M,Tobby Sutherland,Tobby Sutherland,Liberal Democrats,House,0
QLD,Forde,8,GREAVES,Christopher,M,Christopher Greaves,Christopher Greaves,Independent,House,0
QLD,Forde,9,McCARTHY,Linda,M,Linda Mccarthy,Linda Mccarthy,Animal Justice Party,House,0
QLD,Griffith,1,WARE,Shari,M,Shari Ware,Shari Ware,Pauline Hanson's One Nation,House,0
QLD,Griffith,2,CHANDLER-MATHER,Max,M,Max Chandler-Mather,Max Chandler-Mather,Queensland Greens,House,0
QLD,Griffith,3,BUTLER,Terri,F,Terri Butler,Terri Butler,Australian Labor Party,House,1
QLD,Griffith,4,McMULLAN,Robert Gordon,M,Robert Gordon Mcmullan,Robert Gordon Mcmullan,United Australia Party,House,0
QLD,Griffith,5,ROBERTS,Olivia,M,Olivia Roberts,Olivia Roberts,Liberal National Party of Queensland,House,0
QLD,Groom,1,OTTO,Ryan,M,Ryan Otto,Ryan Otto,Australian Federation Party,House,0
QLD,Groom,2,ABRAHAM,Grant,M,Grant Abraham,Grant Abraham,Pauline Hanson's One Nation,House,0
QLD,Groom,3,BERRY,Mickey,M,Mickey Berry,Mickey Berry,Queensland Greens,House,0
QLD,Groom,4,BANNISTER,Melissa,M,Melissa Bannister,Melissa Bannister,United Australia Party,House,0
QLD,Groom,5,SMOLENSKI,Kirstie,M,Kirstie Smolenski,Kirstie Smolenski,Independent,House,0
QLD,Groom,6,HOLT,Suzie,M,Suzie Holt,Suzie Holt,Independent,House,0
QLD,Groom,7,HAMILTON,Garth,M,Garth Hamilton,Garth Hamilton,Liberal National Party of Queensland,House,1
QLD,Groom,8,ALLPASS,Gen,M,Gen Allpass,Gen Allpass,Australian Labor Party,House,0
QLD,Herbert,1,McMAHON,Toni,M,Toni Mcmahon,Toni Mcmahon,Informed Medical Options Party,House,0
QLD,Herbert,2,RING,John,M,John Ring,John Ring,Australian Labor Party,House,0
QLD,Herbert,3,HUMPHREYS,Scott,M,Scott Humphreys,Scott Humphreys,Queensland Greens,House,0
QLD,Herbert,4,BALLARD,Larna,M,Larna Ballard,Larna Ballard,The Great Australian Party,House,0
QLD,Herbert,5,THOMPSON,Phillip,M,Phillip Thompson,Phillip Thompson,Liberal National Party of Queensland,House,1
QLD,Herbert,6,EGAN,Angela,M,Angela Egan,Angela Egan,Independent,House,0
QLD,Herbert,7,CLARE,Steven,M,Steven Clare,Steven Clare,Independent,House,0
QLD,Herbert,8,DOWLING,Greg Ian,M,Greg Ian Dowling,Greg Ian Dowling,United Australia Party,House,0
QLD,Herbert,9,HAWKS,Clynton,M,Clynton Hawks,Clynton Hawks,Katter's Australian Party (KAP),House,0
QLD,Herbert,10,MCCORMACK,Toni,M,Toni Mccormack,Toni Mccormack,Animal Justice Party,House,0
QLD,Herbert,11,PEPE,Diane,M,Diane Pepe,Diane Pepe,Pauline Hanson's One Nation,House,0
QLD,Hinkler,1,PITT,Keith,M,Keith Pitt,Keith Pitt,Liberal National Party of Queensland,House,1
QLD,Hinkler,2,NASH,Kristie,M,Kristie Nash,Kristie Nash,United Australia Party,House,0
QLD,Hinkler,3,MENHENNETT,Zak,M,Zak Menhennett,Zak Menhennett,Pauline Hanson's One Nation,House,0
QLD,Hinkler,4,SCANES,Jason,M,Jason Scanes,Jason Scanes,Australian Labor Party,House,0
QLD,Hinkler,5,McLEAN,Andrew,M,Andrew Mclean,Andrew Mclean,Queensland Greens,House,0
QLD,Hinkler,6,DEMPSEY,Jack,M,Jack Dempsey,Jack Dempsey,Independent,House,0
QLD,Kennedy,1,KATTER,Bob,M,Bob Katter,Bob Katter,Katter's Australian Party (KAP),House,1
QLD,Kennedy,2,MACDONALD,Bryce,M,Bryce Macdonald,Bryce Macdonald,Liberal National Party of Queensland,House,0
QLD,Kennedy,3,SACKLEY,Jen,M,Jen Sackley,Jen Sackley,Independent,House,0
QLD,Kennedy,4,COX,Jennifer,M,Jennifer Cox,Jennifer Cox,Queensland Greens,House,0
QLD,Kennedy,5,BRANDON,Jason,M,Jason Brandon,Jason Brandon,Australian Labor Party,House,0
QLD,Kennedy,6,CAMPION,Peter,M,Peter Campion,Peter Campion,United Australia Party,House,0
QLD,Leichhardt,1,O'SHANE,Pat,M,Pat O'Shane,Pat O'Shane,Socialist Alliance,House,0
